RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	AOI Name Right	AOI Name Left	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
793396.72	21:29:10:265	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.90	3.30	614.00	327.27	653.84	287.07	528.46	386.23	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:790	-	-	-	-	-	-	-	-
793413.34	21:29:10:282	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.92	3.30	613.94	328.47	656.37	290.45	525.47	386.55	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:832	-	-	-	-	-	-	-	-
793429.91	21:29:10:299	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.94	3.34	612.67	328.86	657.03	290.08	522.37	387.88	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:832	-	-	-	-	-	-	-	-
793446.47	21:29:10:315	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.96	3.36	611.55	326.97	655.69	287.59	521.62	386.48	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:832	-	-	-	-	-	-	-	-
793463.05	21:29:10:332	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.88	3.36	609.83	330.39	653.61	288.47	520.76	391.16	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:873	-	-	-	-	-	-	-	-
793479.86	21:29:10:349	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.38	609.07	329.01	653.67	288.61	519.03	389.11	-	-	-0.01	-0.01	1.00	0.07	-0.09	0.99	00:00:11:873	-	-	-	-	-	-	-	-
793498.34	21:29:10:367	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.32	608.44	330.84	654.02	287.97	517.73	392.56	-	-	-0.01	-0.01	1.00	0.07	-0.09	0.99	00:00:11:915	-	-	-	-	-	-	-	-
793512.85	21:29:10:382	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.38	609.34	331.22	653.85	288.15	519.68	392.81	-	-	-0.01	-0.01	1.00	0.07	-0.09	0.99	00:00:11:915	-	-	-	-	-	-	-	-
793529.43	21:29:10:398	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	608.10	331.88	652.72	288.13	518.54	393.85	-	-	0.00	-0.01	1.00	0.07	-0.09	0.99	00:00:11:957	-	-	-	-	-	-	-	-
793546.12	21:29:10:415	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	608.97	331.71	653.05	288.95	519.76	392.98	-	-	0.00	-0.01	1.00	0.07	-0.09	0.99	00:00:11:957	-	-	-	-	-	-	-	-
793562.64	21:29:10:431	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	609.87	332.24	654.33	287.31	520.43	394.86	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:957	-	-	-	-	-	-	-	-
793579.19	21:29:10:448	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	610.74	331.97	653.28	288.93	523.01	393.04	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:998	-	-	-	-	-	-	-	-
793595.87	21:29:10:465	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.96	3.38	614.23	331.89	658.10	290.61	524.56	392.18	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:998	-	-	-	-	-	-	-	-
793612.50	21:29:10:481	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.92	3.38	616.34	330.24	659.71	289.37	526.92	390.27	-	-	-0.01	-0.01	1.00	0.06	-0.09	0.99	00:00:11:998	-	-	-	-	-	-	-	-
793629.18	21:29:10:498	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.96	3.36	622.44	327.84	668.24	287.51	529.85	388.30	-	-	-0.02	-0.01	1.00	0.06	-0.09	0.99	00:00:12:040	-	-	-	-	-	-	-	-
793645.61	21:29:10:514	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.94	3.38	625.37	327.36	669.19	287.00	534.56	387.44	-	-	-0.02	-0.01	1.00	0.05	-0.09	0.99	00:00:12:040	-	-	-	-	-	-	-	-
793662.21	21:29:10:531	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.38	631.30	328.23	675.07	289.87	539.83	386.93	-	-	-0.02	-0.01	1.00	0.05	-0.09	0.99	00:00:12:083	-	-	-	-	-	-	-	-
793679.00	21:29:10:548	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.94	3.38	637.21	327.78	680.40	288.29	545.83	387.16	-	-	-0.03	-0.01	1.00	0.04	-0.09	1.00	00:00:12:083	-	-	-	-	-	-	-	-
793695.61	21:29:10:564	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.40	640.04	328.28	684.04	289.28	547.54	387.49	-	-	-0.03	-0.01	1.00	0.04	-0.09	1.00	00:00:12:083	-	-	-	-	-	-	-	-
793712.04	21:29:10:581	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.96	3.36	647.01	327.79	690.84	289.24	554.02	386.71	-	-	-0.04	-0.01	1.00	0.04	-0.09	1.00	00:00:12:124	-	-	-	-	-	-	-	-
793728.54	21:29:10:597	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.96	3.40	653.65	327.12	698.74	289.31	558.80	385.93	-	-	-0.04	-0.01	1.00	0.03	-0.09	1.00	00:00:12:124	-	-	-	-	-	-	-	-
793745.25	21:29:10:614	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.92	3.38	659.68	326.55	703.51	290.16	565.52	384.17	-	-	-0.05	-0.01	1.00	0.03	-0.09	1.00	00:00:12:166	-	-	-	-	-	-	-	-
793761.83	21:29:10:631	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.92	3.36	665.51	322.59	708.95	288.29	571.19	378.97	-	-	-0.05	-0.01	1.00	0.02	-0.08	1.00	00:00:12:166	-	-	-	-	-	-	-	-
793778.34	21:29:10:647	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.88	3.38	673.16	324.50	716.93	292.42	577.92	379.28	-	-	-0.06	-0.01	1.00	0.02	-0.08	1.00	00:00:12:166	-	-	-	-	-	-	-	-
793794.94	21:29:10:664	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.36	678.87	325.53	721.99	291.52	583.76	381.46	-	-	-0.06	-0.01	1.00	0.01	-0.08	1.00	00:00:12:208	-	-	-	-	-	-	-	-
793811.58	21:29:10:680	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.92	3.38	686.82	326.40	730.35	296.89	590.84	379.16	-	-	-0.07	-0.01	1.00	0.00	-0.08	1.00	00:00:12:208	-	-	-	-	-	-	-	-
793828.99	21:29:10:698	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.94	3.40	691.63	325.21	734.96	295.35	595.42	378.27	-	-	-0.07	-0.01	1.00	0.00	-0.08	1.00	00:00:12:249	-	-	-	-	-	-	-	-
793844.75	21:29:10:713	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	701.44	325.11	744.97	296.28	604.37	377.48	-	-	-0.08	-0.01	1.00	-0.01	-0.08	1.00	00:00:12:249	-	-	-	-	-	-	-	-
793861.36	21:29:10:730	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	705.68	327.09	749.14	298.93	608.42	378.81	-	-	-0.09	-0.02	1.00	-0.01	-0.08	1.00	00:00:12:249	-	-	-	-	-	-	-	-
793878.01	21:29:10:747	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.40	710.02	326.86	753.90	299.15	612.10	378.39	-	-	-0.09	-0.02	1.00	-0.01	-0.08	1.00	00:00:12:291	-	-	-	-	-	-	-	-
793894.57	21:29:10:763	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	716.52	324.93	762.05	297.85	616.70	376.57	-	-	-0.10	-0.01	1.00	-0.02	-0.08	1.00	00:00:12:291	-	-	-	-	-	-	-	-
793911.09	21:29:10:780	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.42	721.30	326.10	763.71	298.41	623.83	377.29	-	-	-0.10	-0.01	1.00	-0.02	-0.08	1.00	00:00:12:291	-	-	-	-	-	-	-	-
793927.67	21:29:10:796	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	726.91	323.70	769.87	296.40	628.55	374.93	-	-	-0.10	-0.01	0.99	-0.03	-0.08	1.00	00:00:12:333	-	-	-	-	-	-	-	-
793944.45	21:29:10:813	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.98	3.42	732.43	322.23	776.58	295.18	632.67	373.66	-	-	-0.11	-0.01	0.99	-0.03	-0.08	1.00	00:00:12:333	-	-	-	-	-	-	-	-
793961.20	21:29:10:830	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	3.96	3.42	736.11	317.63	778.95	291.32	637.20	368.45	-	-	-0.11	-0.01	0.99	-0.03	-0.07	1.00	00:00:12:333	-	-	-	-	-	-	-	-
793977.48	21:29:10:846	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.40	740.58	315.67	785.01	287.99	639.85	368.09	-	-	-0.12	-0.01	0.99	-0.04	-0.07	1.00	00:00:12:375	-	-	-	-	-	-	-	-
793994.13	21:29:10:863	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.40	743.16	313.27	786.08	286.42	643.57	364.84	-	-	-0.12	0.00	0.99	-0.04	-0.07	1.00	00:00:12:375	-	-	-	-	-	-	-	-
794010.72	21:29:10:879	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.44	746.28	312.41	789.55	285.99	646.20	363.81	-	-	-0.12	0.00	0.99	-0.04	-0.07	1.00	00:00:12:417	-	-	-	-	-	-	-	-
794027.46	21:29:10:896	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.40	746.95	311.35	790.40	283.40	646.49	364.05	-	-	-0.12	0.00	0.99	-0.04	-0.07	1.00	00:00:12:417	-	-	-	-	-	-	-	-
794043.96	21:29:10:913	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.44	750.99	307.28	791.57	278.30	652.40	360.41	-	-	-0.12	0.00	0.99	-0.05	-0.07	1.00	00:00:12:459	-	-	-	-	-	-	-	-
794060.55	21:29:10:929	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.44	749.62	305.56	793.00	276.53	648.83	359.46	-	-	-0.12	0.00	0.99	-0.04	-0.06	1.00	00:00:12:459	-	-	-	-	-	-	-	-
794077.07	21:29:10:946	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	749.87	301.78	792.21	275.00	650.12	353.96	-	-	-0.12	0.00	0.99	-0.05	-0.06	1.00	00:00:12:500	-	-	-	-	-	-	-	-
794093.68	21:29:10:962	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	749.85	299.10	792.47	273.44	649.94	350.63	-	-	-0.12	0.01	0.99	-0.05	-0.06	1.00	00:00:12:500	-	-	-	-	-	-	-	-
794110.47	21:29:10:979	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.40	748.59	299.27	792.68	273.09	647.54	351.54	-	-	-0.12	0.01	0.99	-0.04	-0.06	1.00	00:00:12:500	-	-	-	-	-	-	-	-
794127.00	21:29:10:996	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	747.39	295.72	792.53	268.22	645.36	349.48	-	-	-0.12	0.01	0.99	-0.04	-0.06	1.00	00:00:12:542	-	-	-	-	-	-	-	-
794143.51	21:29:11:012	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	744.58	292.68	785.85	263.73	645.74	346.98	-	-	-0.12	0.01	0.99	-0.04	-0.05	1.00	00:00:12:542	-	-	-	-	-	-	-	-
794160.28	21:29:11:029	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.38	739.93	292.84	783.37	262.67	639.52	348.51	-	-	-0.11	0.01	0.99	-0.04	-0.06	1.00	00:00:12:584	-	-	-	-	-	-	-	-
794176.83	21:29:11:046	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	738.84	287.60	782.43	258.44	638.43	342.88	-	-	-0.11	0.02	0.99	-0.04	-0.05	1.00	00:00:12:584	-	-	-	-	-	-	-	-
794193.27	21:29:11:062	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	737.86	287.30	780.54	257.54	638.22	342.90	-	-	-0.11	0.02	0.99	-0.04	-0.05	1.00	00:00:12:584	-	-	-	-	-	-	-	-
794209.92	21:29:11:079	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.44	736.53	287.97	779.59	258.71	636.75	343.19	-	-	-0.11	0.02	0.99	-0.03	-0.05	1.00	00:00:12:584	-	-	-	-	-	-	-	-
794226.53	21:29:11:095	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.08	3.42	734.09	287.30	778.27	256.91	633.40	343.66	-	-	-0.11	0.02	0.99	-0.03	-0.05	1.00	00:00:12:625	-	-	-	-	-	-	-	-
794243.10	21:29:11:112	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.36	732.54	289.81	778.02	260.17	630.97	345.67	-	-	-0.11	0.02	0.99	-0.03	-0.05	1.00	00:00:12:625	-	-	-	-	-	-	-	-
794259.58	21:29:11:128	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.10	3.42	730.39	288.88	772.21	257.50	631.91	345.43	-	-	-0.10	0.02	0.99	-0.03	-0.05	1.00	00:00:12:625	-	-	-	-	-	-	-	-
794276.23	21:29:11:145	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.08	3.40	728.99	291.23	772.94	260.78	628.94	347.29	-	-	-0.10	0.02	0.99	-0.03	-0.05	1.00	00:00:12:625	-	-	-	-	-	-	-	-
794292.88	21:29:11:162	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.08	3.38	729.04	293.08	774.34	263.32	627.93	348.76	-	-	-0.11	0.01	0.99	-0.03	-0.06	1.00	00:00:12:668	-	-	-	-	-	-	-	-
794309.74	21:29:11:178	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.10	3.40	727.84	293.80	772.56	264.54	627.36	348.91	-	-	-0.10	0.01	0.99	-0.03	-0.06	1.00	00:00:12:710	-	-	-	-	-	-	-	-
794326.17	21:29:11:195	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	728.60	294.98	774.82	267.92	627.02	348.63	-	-	-0.11	0.01	0.99	-0.03	-0.06	1.00	00:00:12:710	-	-	-	-	-	-	-	-
794342.69	21:29:11:211	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	725.36	296.09	773.17	269.26	622.67	349.83	-	-	-0.11	0.01	0.99	-0.02	-0.06	1.00	00:00:12:751	-	-	-	-	-	-	-	-
794359.45	21:29:11:228	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.08	3.40	726.52	296.40	773.79	268.93	624.16	350.50	-	-	-0.11	0.01	0.99	-0.02	-0.06	1.00	00:00:12:751	-	-	-	-	-	-	-	-
794376.19	21:29:11:245	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.10	3.40	726.09	297.37	773.10	268.64	623.87	352.33	-	-	-0.11	0.01	0.99	-0.02	-0.06	1.00	00:00:12:751	-	-	-	-	-	-	-	-
794392.65	21:29:11:261	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	726.01	299.02	772.80	272.57	624.21	352.07	-	-	-0.10	0.01	0.99	-0.02	-0.06	1.00	00:00:12:793	-	-	-	-	-	-	-	-
794409.32	21:29:11:278	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	725.67	298.80	772.32	273.17	624.07	351.18	-	-	-0.10	0.01	0.99	-0.02	-0.06	1.00	00:00:12:793	-	-	-	-	-	-	-	-
794425.63	21:29:11:294	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.42	727.20	299.40	772.66	273.65	626.51	351.57	-	-	-0.10	0.01	0.99	-0.03	-0.06	1.00	00:00:12:835	-	-	-	-	-	-	-	-
794442.25	21:29:11:311	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	726.82	299.38	773.03	272.49	625.43	352.62	-	-	-0.11	0.01	0.99	-0.02	-0.06	1.00	00:00:12:835	-	-	-	-	-	-	-	-
794458.85	21:29:11:328	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	726.77	299.84	773.18	273.85	625.30	352.38	-	-	-0.11	0.01	0.99	-0.02	-0.06	1.00	00:00:12:835	-	-	-	-	-	-	-	-
794475.38	21:29:11:344	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.42	726.63	300.67	772.26	273.47	625.75	353.94	-	-	-0.10	0.01	0.99	-0.02	-0.06	1.00	00:00:12:876	-	-	-	-	-	-	-	-
794492.22	21:29:11:361	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	725.52	301.39	768.96	274.69	626.65	353.72	-	-	-0.10	0.00	0.99	-0.03	-0.06	1.00	00:00:12:876	-	-	-	-	-	-	-	-
794508.63	21:29:11:377	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.00	3.42	725.56	302.66	772.13	274.75	623.90	356.55	-	-	-0.10	0.00	0.99	-0.02	-0.06	1.00	00:00:12:918	-	-	-	-	-	-	-	-
794525.16	21:29:11:394	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	723.86	301.56	768.02	274.89	624.48	354.01	-	-	-0.10	0.00	0.99	-0.02	-0.06	1.00	00:00:12:918	-	-	-	-	-	-	-	-
794541.76	21:29:11:410	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	723.49	304.23	769.58	277.36	622.50	357.11	-	-	-0.10	0.00	0.99	-0.02	-0.06	1.00	00:00:12:918	-	-	-	-	-	-	-	-
794558.45	21:29:11:427	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	722.20	305.37	766.91	275.49	622.26	360.16	-	-	-0.10	0.00	0.99	-0.02	-0.07	1.00	00:00:12:961	-	-	-	-	-	-	-	-
794574.97	21:29:11:444	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	722.18	306.94	765.26	278.16	623.76	360.41	-	-	-0.10	0.00	1.00	-0.02	-0.07	1.00	00:00:12:961	-	-	-	-	-	-	-	-
794591.51	21:29:11:460	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	722.76	306.64	765.66	279.14	624.54	359.12	-	-	-0.10	0.00	1.00	-0.02	-0.06	1.00	00:00:13:002	-	-	-	-	-	-	-	-
794608.20	21:29:11:477	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.44	722.31	308.55	762.12	279.91	626.74	361.03	-	-	-0.10	0.00	1.00	-0.03	-0.07	1.00	00:00:13:002	-	-	-	-	-	-	-	-
794624.73	21:29:11:493	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.02	3.42	724.17	305.47	765.80	275.05	626.68	359.97	-	-	-0.10	0.00	1.00	-0.03	-0.07	1.00	00:00:13:002	-	-	-	-	-	-	-	-
794641.28	21:29:11:510	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.42	720.84	307.41	762.82	278.47	623.47	360.70	-	-	-0.10	0.00	1.00	-0.02	-0.07	1.00	00:00:13:044	-	-	-	-	-	-	-	-
794658.20	21:29:11:527	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.04	3.42	718.78	305.85	759.80	276.20	622.32	359.58	-	-	-0.09	0.00	1.00	-0.02	-0.06	1.00	00:00:13:044	-	-	-	-	-	-	-	-
794674.53	21:29:11:543	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	720.24	303.31	761.30	274.15	623.63	356.86	-	-	-0.10	0.01	1.00	-0.02	-0.06	1.00	00:00:13:086	-	-	-	-	-	-	-	-
794691.09	21:29:11:560	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.40	719.23	302.01	759.80	272.56	623.10	355.77	-	-	-0.09	0.01	1.00	-0.02	-0.06	1.00	00:00:13:086	-	-	-	-	-	-	-	-
794707.72	21:29:11:576	Trial001	Jonathan-4-recording.avi	0.00	35331.41	Jonathan - single ibuprofen	Cyan	100.00	Eye	-	Visual Intake	-	11	4.06	3.38	718.58	300.11	760.02	270.12	621.68	354.61	-	-	-0.09	0.01	1.00	-0.02	-0.06	1.00	00:00:13:086	-	-	-	-	-	-	-	-
